Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948718046751.jpg,48.918579
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_165294871829289.jpg,48.830688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948718542239.jpg,48.830688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948718807377.jpg,49.00647
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948719058122.jpg,48.786743
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948719308363.jpg,48.830688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948719559185.jpg,48.830688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948719807928.jpg,48.786743
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948720057377.jpg,48.830688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948720306424.jpg,47.994629
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948720556976.jpg,34.797852
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948720808694.jpg,5.634644
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948721056194.jpg,-9.717651
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_165294872130559.jpg,-20.758911
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948721557122.jpg,-50.011108
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948721807154.jpg,-63.427612
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948722057418.jpg,-78.999634
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948722322837.jpg,-78.911743
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948722573809.jpg,-75.78833
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG19\Image_1652948722824793.jpg,-67.606812
