Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949602603774.jpg,-434.952271
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949602853813.jpg,-454.131104
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949603104214.jpg,-454.35083
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949603371359.jpg,-453.559814
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949603621811.jpg,-412.386353
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949603868997.jpg,-326.125
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949604118222.jpg,-277.317139
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949604365967.jpg,-226.291138
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949604616302.jpg,-139.32666
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949604866451.jpg,-47.635864
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949605116866.jpg,43.727539
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949605369093.jpg,89.852539
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949605617671.jpg,125.878906
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949605866795.jpg,185.21936
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_165294960611494.jpg,249.372925
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949606365396.jpg,285.531128
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949606617962.jpg,297.8479
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949606884566.jpg,314.607544
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949607134896.jpg,328.860107
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949607386345.jpg,328.067993
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_165294960763681.jpg,328.243774
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949607887857.jpg,312.804687
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949608135986.jpg,273.610962
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949608387743.jpg,215.483398
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949608636807.jpg,167.931274
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949608886509.jpg,130.982056
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949609136032.jpg,104.280884
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949609383815.jpg,78.943115
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_165294960963579.jpg,38.977051
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949609888115.jpg,-32.855957
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949610137429.jpg,-102.665283
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949610387734.jpg,-160.176514
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949610636974.jpg,-160.30835
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949610888123.jpg,-153.930786
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949611136534.jpg,-146.408447
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949611385231.jpg,-143.681641
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949611635606.jpg,-141.877686
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949611884854.jpg,-139.766113
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG34\Image_1652949612135136.jpg,-117.44519
