Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948520034892.jpg,-181.115356
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948520284513.jpg,-181.203247
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948520534581.jpg,-180.983521
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948520787645.jpg,-181.159302
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948521041702.jpg,-180.807739
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948521296759.jpg,-181.466919
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948521548817.jpg,-180.674805
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948521802909.jpg,-180.71875
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948522056948.jpg,-183.490601
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_165294852231288.jpg,-184.14978
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948522567002.jpg,-184.766113
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948522814463.jpg,-186.614014
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_165294852306589.jpg,-188.680542
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948523314904.jpg,-189.648437
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_165294852356444.jpg,-189.604492
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948523811809.jpg,-190.045044
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948524059967.jpg,-189.913208
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948524323969.jpg,-190.308716
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948524572811.jpg,-190.132935
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948524820677.jpg,-189.957153
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948525068812.jpg,-189.913208
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948525316877.jpg,-190.088989
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948525565983.jpg,-177.816162
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948525818185.jpg,-162.375977
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948526068836.jpg,-113.882324
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948526319456.jpg,-87.269043
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948526571964.jpg,-54.190308
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_165294852682039.jpg,-46.711914
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948527067386.jpg,-30.391724
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948527317611.jpg,-8.61792
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948527567286.jpg,13.640381
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948527817888.jpg,37.877319
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_165294852806491.jpg,58.973267
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948528315776.jpg,77.096313
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948528564419.jpg,79.515503
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948528814254.jpg,79.383667
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948529065379.jpg,81.978638
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948529314606.jpg,87.828857
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948529564949.jpg,89.632812
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948529814863.jpg,88.972534
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948530062444.jpg,74.545288
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948530312638.jpg,55.893799
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948530560456.jpg,38.933105
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948530811728.jpg,34.358398
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948531060768.jpg,34.270508
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG12\Image_1652948531311539.jpg,34.314453
