Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948192493838.jpg,-0.10306963096788262
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948192745547.jpg,-0.10157166004775825
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948192998284.jpg,-0.10121971439602664
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948193262045.jpg,-0.10086776674211248
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948193511499.jpg,-0.10113172648145682
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948193760667.jpg,-0.10368553635895857
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194014517.jpg,-0.10254171148919394
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194263317.jpg,-0.10280567122853829
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194512086.jpg,-0.09382224450286575
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194764355.jpg,-0.06836993925033763
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_165294819501555.jpg,-0.046175335178774465
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948195266045.jpg,-0.03252422426658242
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_165294819553178.jpg,-0.012971415984908266
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948195782883.jpg,0.01327276848565287
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196029341.jpg,0.031730144649921035
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196279805.jpg,0.05603862703486706
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196529122.jpg,0.07981918793894185
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196794958.jpg,0.09576014898929133
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948197044348.jpg,0.10104374056906934
