Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948301913666.jpg,-67.210205
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948302162785.jpg,6.249878
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948302410939.jpg,18.830322
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948302660807.jpg,46.850952
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948302909153.jpg,56.99353
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948303160692.jpg,96.319092
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_165294830341012.jpg,121.260254
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948303660833.jpg,143.430664
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948303914822.jpg,168.23999
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948304159681.jpg,179.676758
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948304406997.jpg,190.981689
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948304659807.jpg,204.837646
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948304911237.jpg,219.353882
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948305159956.jpg,260.677856
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_165294830540611.jpg,271.014893
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948305657658.jpg,277.965942
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948305908439.jpg,280.604858
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948306173792.jpg,288.56665
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948306421156.jpg,291.029785
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948306668881.jpg,290.414551
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948306917823.jpg,290.722168
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948307165021.jpg,289.842163
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_1652948307417834.jpg,275.413818
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_165294830767191.jpg,261.426025
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG6\Image_165294830793927.jpg,247.217407
