Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948565280792.jpg,-90.656128
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948565529674.jpg,-90.831909
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_165294856578127.jpg,-101.081055
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948566046773.jpg,-154.765747
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948566299805.jpg,-194.311035
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948566549507.jpg,-226.335083
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948566799373.jpg,-260.822266
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948567049051.jpg,-273.886108
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948567297825.jpg,-279.957153
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948567548751.jpg,-291.437866
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948567828966.jpg,-291.657593
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948568078436.jpg,-294.605225
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948568328248.jpg,-303.842529
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948568578115.jpg,-304.501709
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_165294856882867.jpg,-304.413818
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948569080234.jpg,-304.545654
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_165294856933087.jpg,-303.358032
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948569595888.jpg,-294.076782
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948569843868.jpg,-284.091309
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948570092795.jpg,-268.343506
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948570342854.jpg,-227.874268
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948570593549.jpg,-197.082886
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948570842762.jpg,-177.243774
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948571109884.jpg,-144.869263
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948571360146.jpg,-84.542236
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948571606889.jpg,-42.57666
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948571858115.jpg,5.942261
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_165294857210879.jpg,36.601807
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948572358259.jpg,77.623657
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948572623143.jpg,97.111206
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948572873374.jpg,140.570923
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948573124803.jpg,152.711914
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948573376647.jpg,163.180786
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948573626762.jpg,164.324463
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_165294857387859.jpg,160.410034
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948574130954.jpg,151.700073
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948574381671.jpg,115.54187
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_165294857463181.jpg,79.603394
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_165294857488245.jpg,56.157471
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948575133395.jpg,26.83606
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG14\Image_1652948575382039.jpg,14.167725
