Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949371634596.jpg,-94.262939
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937188381.jpg,-94.570557
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949372133739.jpg,-92.987427
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949372381878.jpg,-91.84375
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949372630792.jpg,-147.859741
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949372881045.jpg,-157.493652
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949373129816.jpg,-159.868896
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949373379872.jpg,-166.906738
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949373632091.jpg,-179.355347
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937387907.jpg,-195.147095
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949374124865.jpg,-208.827271
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949374373644.jpg,-220.484863
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949374619978.jpg,-234.472656
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937486798.jpg,-241.510498
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937511643.jpg,-242.962891
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949375364695.jpg,-242.302612
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949375609908.jpg,-244.018677
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949375872198.jpg,-243.578125
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949376122112.jpg,-243.578125
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949376373342.jpg,-243.53418
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949376622412.jpg,-242.346558
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937686943.jpg,-231.437134
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949377114787.jpg,-218.680908
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949377362623.jpg,-200.162354
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937760997.jpg,-181.027466
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949377856435.jpg,-160.044678
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949378101779.jpg,-150.455811
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949378349299.jpg,-149.707642
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949378598066.jpg,-147.991577
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937884685.jpg,-143.592651
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949379098105.jpg,-100.46582
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949379347016.jpg,-56.829224
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294937959443.jpg,-30.347778
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949379843719.jpg,2.730957
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_165294938009534.jpg,8.669067
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949380341966.jpg,23.889526
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949380590432.jpg,30.179199
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949380837489.jpg,67.682129
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949381100608.jpg,84.178101
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949381353667.jpg,83.914429
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949381600882.jpg,82.551025
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949381851807.jpg,73.005005
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949382104092.jpg,61.26062
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949382367736.jpg,54.222778
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949382616931.jpg,56.510132
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949382864437.jpg,56.333252
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949383112777.jpg,54.39856
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949383359469.jpg,46.014893
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949383608124.jpg,45.66333
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG26\Image_1652949383855435.jpg,41.30835
