Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949258305681.jpg,1.543335
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949258554017.jpg,2.158569
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949258807762.jpg,1.455444
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949259057274.jpg,-6.594238
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949259307975.jpg,-14.996582
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949259559418.jpg,-24.321777
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949259811811.jpg,-33.867798
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_165294926006082.jpg,-43.192993
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949260311836.jpg,-45.348511
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949260560401.jpg,-54.673706
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949260810084.jpg,-65.539185
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949261060837.jpg,-75.303833
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949261310577.jpg,-84.849854
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949261560921.jpg,-88.105103
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949261809585.jpg,-92.547974
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949262062818.jpg,-97.254517
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949262316859.jpg,-97.474243
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_165294926257097.jpg,-97.474243
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949262821395.jpg,-97.562134
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_165294926306766.jpg,-103.500244
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949263317794.jpg,-109.703125
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949263565696.jpg,-140.117676
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949263817405.jpg,-143.504761
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949264068656.jpg,-143.548706
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949264315807.jpg,-143.460815
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949264569093.jpg,-143.857422
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949264820194.jpg,-143.372925
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949265068654.jpg,-142.889526
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949265332938.jpg,-108.603394
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949265583425.jpg,-88.50061
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949265834854.jpg,-74.424927
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG21\Image_1652949266083006.jpg,-63.911011
