Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949517639418.jpg,-29.468872
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949517890093.jpg,-29.293091
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949518139789.jpg,-23.265991
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949518388815.jpg,23.053467
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949518638087.jpg,72.521606
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949518889138.jpg,83.210205
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_165294951913851.jpg,106.040894
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949519387806.jpg,124.691284
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949519637838.jpg,150.424561
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949519888459.jpg,176.773071
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949520138673.jpg,212.843384
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949520388903.jpg,264.549438
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949520638952.jpg,298.903687
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949520887493.jpg,314.915161
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949521135822.jpg,315.443604
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949521384063.jpg,316.49939
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949521634113.jpg,296.352661
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949521885458.jpg,264.72522
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949522133975.jpg,210.864746
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949522381468.jpg,154.69165
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949522633147.jpg,112.550293
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949522880045.jpg,89.852539
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949523131699.jpg,85.01416
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949523382258.jpg,59.764282
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949523631631.jpg,9.812744
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949523880222.jpg,-26.301514
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949524128617.jpg,-80.319092
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949524392475.jpg,-139.23877
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949524642366.jpg,-157.713379
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949524894415.jpg,-179.883789
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_165294952514833.jpg,-214.501709
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949525399838.jpg,-247.669434
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949525651806.jpg,-263.768799
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949525903451.jpg,-273.754272
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949526155972.jpg,-282.771851
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949526406933.jpg,-282.991577
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949526653643.jpg,-282.332397
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949526903133.jpg,-280.17688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949527153575.jpg,-262.669067
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949527405439.jpg,-261.173828
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949527655351.jpg,-261.481445
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949527907081.jpg,-260.161987
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_1652949528156419.jpg,-260.381714
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG30\Image_165294952840418.jpg,-260.469604
