C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948496616403.jpg,-0.9969269415263149
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_165294849686641.jpg,-0.9902151111052795
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948497116647.jpg,-0.9904944841029162
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948497384506.jpg,-0.9952437487764796
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948497635478.jpg,-1.0
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948497885166.jpg,-0.9960888352477815
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948498134333.jpg,-0.9932881695789646
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948498397813.jpg,-0.9946850091383945
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948498647739.jpg,-0.9986031540833815
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948498898329.jpg,-0.9997206270023633
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948499148402.jpg,-0.9893770048267461
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948499398441.jpg,-0.9974856811644
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948499648053.jpg,-0.9941262758574978
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948499896698.jpg,-0.9974856811644
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948500147288.jpg,-0.9924500633004312
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948500398131.jpg,-0.9949643821360314
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948500648676.jpg,-0.9907738507433643
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948500915723.jpg,-0.9913325840242613
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948501164978.jpg,-0.9177887962260882
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948501415319.jpg,-0.8710853435621002
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_165294850166652.jpg,-0.7969828161258421
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948501918043.jpg,-0.6915560824223705
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948502168433.jpg,-0.5383154033286974
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948502417098.jpg,-0.26637798293102566
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948502667807.jpg,-0.13886017240974424
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948502917373.jpg,-0.04490152035082828
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_165294850316602.jpg,-0.007151836852984261
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_165294850343249.jpg,0.07086883552826068
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948503682873.jpg,0.11393350988771009
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948503929625.jpg,0.2101271141417778
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948504179356.jpg,0.4769101834693448
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948504429211.jpg,0.6718186910058488
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948504683822.jpg,0.9099525126933026
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948504933278.jpg,0.9997136468095948
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948505182829.jpg,1.0
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_16529485054344.jpg,0.9820994545748571
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948505685298.jpg,0.8562578566106425
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948505932452.jpg,0.7049727630716729
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948506181287.jpg,0.512145554488777
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948506430968.jpg,0.45369465353978483
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948506682298.jpg,0.44810728258768795
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG11\Image_1652948506949778.jpg,0.4503422284256514
