Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_165294982213193.jpg,326.660645
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949822382008.jpg,326.836426
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949822628827.jpg,327.496704
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949822893235.jpg,326.968262
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_165294982314188.jpg,312.056519
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949823395864.jpg,302.246826
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949823645401.jpg,297.979736
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949823899469.jpg,292.482178
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949824153704.jpg,269.255981
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_165294982440778.jpg,184.559082
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949824659903.jpg,132.872803
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949824912001.jpg,75.601074
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949825151131.jpg,57.301147
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949825404414.jpg,14.475342
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949825658546.jpg,4.578857
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949825912603.jpg,4.666748
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949826167737.jpg,4.886475
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949826421808.jpg,4.710693
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949826674941.jpg,4.754639
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949826928073.jpg,4.09436
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949827181197.jpg,3.962524
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949827435261.jpg,3.567017
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949827689395.jpg,4.710693
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949827943451.jpg,3.742798
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949828197509.jpg,4.226196
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949828449021.jpg,4.578857
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949828704153.jpg,3.523071
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949828958288.jpg,3.786743
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949829208887.jpg,4.226196
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949829473027.jpg,3.567017
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949829722508.jpg,4.050415
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949829975896.jpg,3.830688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_165294983022695.jpg,3.830688
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_165294983047469.jpg,3.786743
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949830725053.jpg,4.182251
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_165294983097809.jpg,3.742798
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG39\Image_1652949831226246.jpg,4.314087
