Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949588379774.jpg,73.357666
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949588632161.jpg,73.489502
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949588883973.jpg,73.665283
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949589148834.jpg,73.401611
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949589401838.jpg,73.180786
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_165294958965181.jpg,73.445557
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949589901785.jpg,73.665283
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949590151961.jpg,73.445557
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949590401977.jpg,73.312622
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949590649812.jpg,73.401611
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949590900812.jpg,73.533447
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949591154913.jpg,74.236572
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949591405692.jpg,78.988159
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949591657725.jpg,86.59729
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949591907908.jpg,93.151733
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949592154921.jpg,96.494873
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949592404966.jpg,98.254883
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949592669811.jpg,105.160889
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949592917128.jpg,104.852173
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949593170009.jpg,105.907959
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949593420824.jpg,105.951904
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949593669457.jpg,105.600342
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949593917926.jpg,105.468506
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949594169955.jpg,105.380615
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949594418784.jpg,104.985107
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949594669788.jpg,105.688232
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG33\Image_1652949594922348.jpg,104.720337
