Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_16529497132331.jpg,145.409302
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949713483272.jpg,145.365356
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949713733683.jpg,146.113525
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949713999238.jpg,146.245361
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949714250697.jpg,146.06958
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949714499037.jpg,148.57666
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949714748811.jpg,153.67981
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949715000586.jpg,155.747437
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949715251258.jpg,158.69397
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949715502611.jpg,164.104736
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949715752373.jpg,168.987061
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949716000507.jpg,177.609131
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949716250111.jpg,181.832275
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949716497998.jpg,181.435669
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949716744135.jpg,181.391724
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949716995808.jpg,181.347778
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG37\Image_1652949717243906.jpg,181.171997
