Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948634475003.jpg,-226.466919
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948634724808.jpg,-226.995361
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948634975704.jpg,-226.291138
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948635225635.jpg,-225.983521
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_165294863547511.jpg,-225.939575
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948635727251.jpg,-226.115356
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948635972967.jpg,-227.259033
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948636223979.jpg,-226.466919
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_16529486364761.jpg,-226.995361
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948636727889.jpg,-226.598755
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948636977711.jpg,-226.291138
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948637226847.jpg,-226.995361
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948637476349.jpg,-225.762695
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_165294863772424.jpg,-226.995361
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948637973165.jpg,-226.291138
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948638224643.jpg,-224.97168
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948638473974.jpg,-226.291138
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948638723986.jpg,-226.247192
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948638974548.jpg,-225.367187
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948639225214.jpg,-225.455078
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948639472986.jpg,-226.027466
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948639722841.jpg,-225.806641
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948639973168.jpg,-225.939575
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948640223959.jpg,-225.89563
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948640473283.jpg,-222.772217
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948640720949.jpg,-209.575439
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948640970091.jpg,-195.675537
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948641219808.jpg,-175.177246
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948641484988.jpg,-150.103149
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948641734134.jpg,-105.040527
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948641985482.jpg,-76.052002
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948642238762.jpg,-60.611816
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948642490144.jpg,-34.923584
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948642739977.jpg,-17.1521
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948642987997.jpg,9.329346
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948643239202.jpg,33.390503
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948643488009.jpg,47.599121
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948643739482.jpg,70.102417
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948643990832.jpg,95.043579
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948644242781.jpg,110.659546
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948644492295.jpg,131.817017
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948644742971.jpg,140.263306
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_165294864499187.jpg,153.328247
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948645241453.jpg,153.504028
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948645492277.jpg,148.620605
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG17\Image_1652948645740814.jpg,115.190308
