Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948192493838.jpg,-6.374512
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948192745547.jpg,-5.626343
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948192998284.jpg,-5.450562
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948193262045.jpg,-5.27478
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948193511499.jpg,-5.406616
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948193760667.jpg,-6.682129
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194014517.jpg,-6.11084
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194263317.jpg,-6.242676
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194512086.jpg,-1.755859
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948194764355.jpg,10.956421
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_165294819501555.jpg,22.041626
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948195266045.jpg,28.859741
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_165294819553178.jpg,38.625488
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948195782883.jpg,51.733276
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196029341.jpg,60.951904
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196279805.jpg,73.092896
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196529122.jpg,84.970215
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948196794958.jpg,92.932007
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948197044348.jpg,95.570923
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948197292945.jpg,95.834595
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948197540855.jpg,100.718018
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948197791951.jpg,107.711914
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948198040883.jpg,110.394775
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948198293492.jpg,110.262939
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948198544167.jpg,110.52771
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948198793725.jpg,110.747437
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_165294819904244.jpg,109.163208
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948199292859.jpg,104.852173
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948199542939.jpg,92.008057
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948199795168.jpg,77.359985
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948200046046.jpg,57.653809
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948200296314.jpg,41.484131
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948200547177.jpg,21.997681
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948200814168.jpg,2.42334
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_165294820106329.jpg,-13.940796
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948201313146.jpg,-25.553345
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948201580591.jpg,-46.755859
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_16529482018484.jpg,-72.093628
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948202099311.jpg,-96.682129
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_16529482023638.jpg,-111.594971
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948202615361.jpg,-169.281982
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948202863757.jpg,-189.384766
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG2\Image_1652948203116156.jpg,-199.986572
