Center,steering_val
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_165294822010276.jpg,79.603394
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948220352837.jpg,78.988159
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948220601436.jpg,79.515503
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948220864499.jpg,79.427612
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948221113241.jpg,79.779175
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948221359817.jpg,83.562866
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948221609811.jpg,83.606812
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948221860513.jpg,85.762329
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948222109865.jpg,89.544922
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948222359264.jpg,95.570923
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948222607947.jpg,99.39856
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948222858854.jpg,103.093262
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948223106667.jpg,112.330566
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948223354783.jpg,119.456299
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948223602617.jpg,123.987061
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948223851811.jpg,124.998901
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948224100838.jpg,124.559448
C:\Users\Suneel\Documents\TIHAN\eVerito\Lane\DataCollected/IMG3\Image_1652948224350136.jpg,124.559448
